record_type,ext_id,name,description,project_ext_id,summary_ext_id,predecessor_ext_id,successor_ext_id,task_ext_id,resource_ext_id,start_date,end_date,status,saved_date,duration,work,percent_complete,priority,is_critical,dep_type,lag,code,cost_per_hour,max_units,email,role,skills,unit,consumption_rate,fixed_cost,units,actual_work,cost,working_days,working_hours
ASSIGNMENT,A010_1,,,,,,,T010_M1,RH029,,,,,,14,,,,,,,,,,,,,,,0.73,6,2125.18,,
ASSIGNMENT,A010_2,,,,,,,T010_R8,RH013,,,,,,25,,,,,,,,,,,,,,,0.76,0,4826.14,,
ASSIGNMENT,A010_3,,,,,,,T010_R3,RM013,,,,,,68,,,,,,,,,,,,,,,0.74,30,3287.64,,
ASSIGNMENT,A010_4,,,,,,,T010_R5,RM002,,,,,,15,,,,,,,,,,,,,,,0.46,58,3866.75,,
ASSIGNMENT,A010_5,,,,,,,T010_M2,RH030,,,,,,12,,,,,,,,,,,,,,,0.65,58,4615.21,,
ASSIGNMENT,A010_6,,,,,,,T010_R7,RH023,,,,,,12,,,,,,,,,,,,,,,0.95,53,2045.27,,
ASSIGNMENT,A010_7,,,,,,,T010_R8,RH024,,,,,,45,,,,,,,,,,,,,,,0.95,56,283.58,,
ASSIGNMENT,A010_8,,,,,,,T010_R5,RH014,,,,,,50,,,,,,,,,,,,,,,0.95,18,2326.31,,
ASSIGNMENT,A010_9,,,,,,,T010_M1,RC009,,,,,,25,,,,,,,,,,,,,,,0.92,54,2570.64,,
ASSIGNMENT,A010_10,,,,,,,T010_R5,RH025,,,,,,50,,,,,,,,,,,,,,,0.86,10,3682.48,,
ASSIGNMENT,A010_11,,,,,,,T010_R5,RH024,,,,,,51,,,,,,,,,,,,,,,0.26,50,1545.62,,
ASSIGNMENT,A010_12,,,,,,,T010_R4,RH023,,,,,,59,,,,,,,,,,,,,,,0.71,52,2195.75,,
ASSIGNMENT,A010_13,,,,,,,T010_R6,RH012,,,,,,20,,,,,,,,,,,,,,,0.55,11,4910.26,,
PROJECT,PR011,Risk Engine v11,Description of Risk Engine v11,,,,,,,2024-09-01,2025-04-14,IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL011,,,PR011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL011_1,,,PR011,,,,,,,,,2024-09-24,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T011_S1,Phase 1,,PR011,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T011_S2,Phase 2,,PR011,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T011_R1,Audit caching layer,,PR011,T011_S2,,,,,2024-09-19,,COMPLETED,,11,85,0.72,100,false,,,,,,,,,,,,,,,,
TASK,T011_R2,Configure database schema,,PR011,T011_S1,,,,,2024-09-06,,COMPLETED,,15,86,0.41,900,false,,,,,,,,,,,,,,,,
TASK,T011_R3,Review search index,,PR011,T011_S2,,,,,2024-09-16,,COMPLETED,,8,42,0.15,900,false,,,,,,,,,,,,,,,,
TASK,T011_R4,Audit user management,,PR011,T011_S2,,,,,2024-09-22,,ON_HOLD,,25,71,0.75,100,false,,,,,,,,,,,,,,,,
TASK,T011_R5,Design user management,,PR011,T011_S1,,,,,2024-09-05,,ON_HOLD,,19,145,0.16,900,true,,,,,,,,,,,,,,,,
TASK,T011_R6,Migrate data export,,PR011,,,,,,2024-09-17,,ON_HOLD,,3,238,0.45,100,true,,,,,,,,,,,,,,,,
TASK,T011_R7,Integrate monitoring,,PR011,T011_S1,,,,,2024-09-10,,COMPLETED,,22,214,0.72,700,false,,,,,,,,,,,,,,,,
TASK,T011_R8,Design deployment scripts,,PR011,T011_S1,,,,,2024-09-03,,NOT_STARTED,,12,187,0.54,100,false,,,,,,,,,,,,,,,,
MILESTONE,T011_M1,Compliance Review Passed,,PR011,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T011_M2,Kickoff Complete,,PR011,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D011_1,,,,,T011_R7,T011_R3,,,,,,,,,,,,SS,5,,,,,,,,,,,,,,
DEPENDENCY,D011_2,,,,,T011_R7,T011_R6,,,,,,,,,,,,SF,3,,,,,,,,,,,,,,
DEPENDENCY,D011_3,,,,,T011_R7,T011_M2,,,,,,,,,,,,FS,5,,,,,,,,,,,,,,
DEPENDENCY,D011_4,,,,,T011_M1,T011_R3,,,,,,,,,,,,FF,0,,,,,,,,,,,,,,
DEPENDENCY,D011_5,,,,,T011_R3,T011_M1,,,,,,,,,,,,SF,4,,,,,,,,,,,,,,
DEPENDENCY,D011_6,,,,,T011_R3,T011_R4,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
ASSIGNMENT,A011_1,,,,,,,T011_R8,RM015,,,,,,37,,,,,,,,,,,,,,,0.65,15,2357.06,,
ASSIGNMENT,A011_2,,,,,,,T011_R3,RH036,,,,,,22,,,,,,,,,,,,,,,0.39,2,4066.44,,
ASSIGNMENT,A011_3,,,,,,,T011_R7,RH003,,,,,,16,,,,,,,,,,,,,,,0.43,6,3010.33,,
ASSIGNMENT,A011_4,,,,,,,T011_R8,RH007,,,,,,13,,,,,,,,,,,,,,,0.43,25,2250.92,,
ASSIGNMENT,A011_5,,,,,,,T011_M1,RH028,,,,,,15,,,,,,,,,,,,,,,0.82,8,2569.09,,
ASSIGNMENT,A011_6,,,,,,,T011_R5,RH030,,,,,,48,,,,,,,,,,,,,,,0.86,36,3029.8,,
ASSIGNMENT,A011_7,,,,,,,T011_R6,RH031,,,,,,26,,,,,,,,,,,,,,,0.48,42,2654.13,,
ASSIGNMENT,A011_8,,,,,,,T011_R7,RH039,,,,,,79,,,,,,,,,,,,,,,0.46,60,2999.17,,
ASSIGNMENT,A011_9,,,,,,,T011_R3,RM015,,,,,,14,,,,,,,,,,,,,,,0.67,22,4713.77,,
ASSIGNMENT,A011_10,,,,,,,T011_R7,RM001,,,,,,60,,,,,,,,,,,,,,,0.77,9,1569.45,,
PROJECT,PR012,Logistics Network v12,Description of Logistics Network v12,,,,,,,2024-04-04,2025-03-05,IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL012,,,PR012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL012_1,,,PR012,,,,,,,,,2024-04-30,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T012_S1,Phase 1,,PR012,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T012_S2,Phase 2,,PR012,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T012_R1,Audit monitoring,,PR012,T012_S1,,,,,2024-04-21,,IN_PROGRESS,,30,22,0.41,700,false,,,,,,,,,,,,,,,,
TASK,T012_R2,Review backend,,PR012,,,,,,2024-05-01,,IN_PROGRESS,,30,123,0.37,900,true,,,,,,,,,,,,,,,,
TASK,T012_R3,Architect backend,,PR012,T012_S1,,,,,2024-04-28,,IN_PROGRESS,,7,213,0.59,900,false,,,,,,,,,,,,,,,,
TASK,T012_R4,Document API,,PR012,T012_S2,,,,,2024-05-04,,IN_PROGRESS,,7,56,0.74,700,false,,,,,,,,,,,,,,,,
TASK,T012_R5,Prototype search index,,PR012,T012_S2,,,,,2024-04-28,,COMPLETED,,18,90,0.28,700,false,,,,,,,,,,,,,,,,
TASK,T012_R6,Optimize database schema,,PR012,T012_S2,,,,,2024-04-19,,IN_PROGRESS,,26,192,0.76,500,false,,,,,,,,,,,,,,,,
TASK,T012_R7,Validate auth flow,,PR012,T012_S1,,,,,2024-04-21,,ON_HOLD,,1,74,0.93,900,true,,,,,,,,,,,,,,,,
TASK,T012_R8,Deploy CI/CD pipeline,,PR012,,,,,,2024-04-11,,COMPLETED,,19,221,0.5,500,false,,,,,,,,,,,,,,,,
MILESTONE,T012_M1,Compliance Review Passed,,PR012,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T012_M2,Compliance Review Passed,,PR012,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D012_1,,,,,T012_R3,T012_R6,,,,,,,,,,,,SS,1,,,,,,,,,,,,,,
DEPENDENCY,D012_2,,,,,T012_M1,T012_R8,,,,,,,,,,,,SS,4,,,,,,,,,,,,,,
DEPENDENCY,D012_3,,,,,T012_R1,T012_M1,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
DEPENDENCY,D012_4,,,,,T012_R1,T012_M2,,,,,,,,,,,,SF,1,,,,,,,,,,,,,,
DEPENDENCY,D012_5,,,,,T012_R4,T012_R2,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
DEPENDENCY,D012_6,,,,,T012_R4,T012_M1,,,,,,,,,,,,SF,2,,,,,,,,,,,,,,
DEPENDENCY,D012_7,,,,,T012_R1,T012_R8,,,,,,,,,,,,SF,0,,,,,,,,,,,,,,
ASSIGNMENT,A012_1,,,,,,,T012_M1,RM013,,,,,,75,,,,,,,,,,,,,,,0.26,46,1446.23,,
ASSIGNMENT,A012_2,,,,,,,T012_R5,RH003,,,,,,63,,,,,,,,,,,,,,,0.63,51,4704.59,,
ASSIGNMENT,A012_3,,,,,,,T012_R3,RH014,,,,,,75,,,,,,,,,,,,,,,0.94,9,1280.75,,
ASSIGNMENT,A012_4,,,,,,,T012_M2,RH033,,,,,,42,,,,,,,,,,,,,,,0.86,50,2044.79,,
ASSIGNMENT,A012_5,,,,,,,T012_R6,RM012,,,,,,39,,,,,,,,,,,,,,,0.59,44,1206.7,,
ASSIGNMENT,A012_6,,,,,,,T012_R2,RH005,,,,,,56,,,,,,,,,,,,,,,0.32,24,2808.24,,
ASSIGNMENT,A012_7,,,,,,,T012_R1,RH002,,,,,,18,,,,,,,,,,,,,,,0.78,31,4242.12,,
ASSIGNMENT,A012_8,,,,,,,T012_R6,RH013,,,,,,13,,,,,,,,,,,,,,,0.92,14,1135.94,,
PROJECT,PR013,Logistics Network v13,Description of Logistics Network v13,,,,,,,2024-12-20,2025-12-05,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL013,,,PR013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL013_1,,,PR013,,,,,,,,,2024-12-31,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T013_S1,Phase 1,,PR013,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T013_S2,Phase 2,,PR013,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T013_R1,Prototype frontend,,PR013,T013_S2,,,,,2024-12-30,,IN_PROGRESS,,6,225,0.02,300,false,,,,,,,,,,,,,,,,
TASK,T013_R2,Prototype backend,,PR013,T013_S2,,,,,2025-01-07,,COMPLETED,,10,49,0.24,700,false,,,,,,,,,,,,,,,,
TASK,T013_R3,Integrate analytics pipeline,,PR013,T013_S1,,,,,2025-01-02,,COMPLETED,,2,33,0.23,100,false,,,,,,,,,,,,,,,,
TASK,T013_R4,Audit notification system,,PR013,T013_S2,,,,,2024-12-28,,ON_HOLD,,1,170,0.78,700,true,,,,,,,,,,,,,,,,
TASK,T013_R5,Refactor payment module,,PR013,T013_S2,,,,,2025-01-10,,COMPLETED,,22,157,0.38,900,false,,,,,,,,,,,,,,,,
TASK,T013_R6,Document auth flow,,PR013,T013_S1,,,,,2025-01-14,,COMPLETED,,13,190,0.63,700,false,,,,,,,,,,,,,,,,
TASK,T013_R7,Document monitoring,,PR013,,,,,,2024-12-28,,IN_PROGRESS,,12,202,0.1,100,false,,,,,,,,,,,,,,,,
TASK,T013_R8,Implement API,,PR013,T013_S2,,,,,2025-01-06,,COMPLETED,,3,98,0.09,900,false,,,,,,,,,,,,,,,,
MILESTONE,T013_M1,Kickoff Complete,,PR013,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T013_M2,GA Launch,,PR013,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D013_1,,,,,T013_R7,T013_R2,,,,,,,,,,,,SS,4,,,,,,,,,,,,,,
DEPENDENCY,D013_2,,,,,T013_M1,T013_R3,,,,,,,,,,,,SF,1,,,,,,,,,,,,,,
DEPENDENCY,D013_3,,,,,T013_R3,T013_R5,,,,,,,,,,,,FF,2,,,,,,,,,,,,,,
DEPENDENCY,D013_4,,,,,T013_R8,T013_R3,,,,,,,,,,,,FS,1,,,,,,,,,,,,,,
DEPENDENCY,D013_5,,,,,T013_R7,T013_R5,,,,,,,,,,,,SF,2,,,,,,,,,,,,,,
DEPENDENCY,D013_6,,,,,T013_R8,T013_R2,,,,,,,,,,,,FF,2,,,,,,,,,,,,,,
DEPENDENCY,D013_7,,,,,T013_R4,T013_R8,,,,,,,,,,,,SS,3,,,,,,,,,,,,,,
ASSIGNMENT,A013_1,,,,,,,T013_R3,RH039,,,,,,58,,,,,,,,,,,,,,,0.26,21,4223.91,,
ASSIGNMENT,A013_2,,,,,,,T013_R7,RM003,,,,,,63,,,,,,,,,,,,,,,0.58,52,4135.32,,
ASSIGNMENT,A013_3,,,,,,,T013_M2,RH018,,,,,,33,,,,,,,,,,,,,,,0.48,30,1639.5,,
ASSIGNMENT,A013_4,,,,,,,T013_R7,RM001,,,,,,70,,,,,,,,,,,,,,,0.47,36,3931.67,,
ASSIGNMENT,A013_5,,,,,,,T013_R6,RM009,,,,,,58,,,,,,,,,,,,,,,0.46,23,658.05,,
ASSIGNMENT,A013_6,,,,,,,T013_M2,RH026,,,,,,77,,,,,,,,,,,,,,,0.69,11,3440.39,,
ASSIGNMENT,A013_7,,,,,,,T013_M1,RH004,,,,,,67,,,,,,,,,,,,,,,0.96,60,3571.0,,
ASSIGNMENT,A013_8,,,,,,,T013_R8,RH038,,,,,,16,,,,,,,,,,,,,,,0.87,52,4254.16,,
PROJECT,PR014,Customer Portal v14,Description of Customer Portal v14,,,,,,,2024-07-28,2025-06-08,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL014,,,PR014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL014_1,,,PR014,,,,,,,,,2024-08-20,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T014_S1,Phase 1,,PR014,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T014_S2,Phase 2,,PR014,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T014_R1,Audit CI/CD pipeline,,PR014,T014_S2,,,,,2024-08-16,,ON_HOLD,,3,122,0.48,700,false,,,,,,,,,,,,,,,,
TASK,T014_R2,Validate backend,,PR014,T014_S2,,,,,2024-08-04,,IN_PROGRESS,,4,204,0.66,500,false,,,,,,,,,,,,,,,,
TASK,T014_R3,Configure CI/CD pipeline,,PR014,,,,,,2024-08-27,,NOT_STARTED,,25,92,0.8,100,true,,,,,,,,,,,,,,,,
TASK,T014_R4,Validate search index,,PR014,,,,,,2024-08-09,,IN_PROGRESS,,15,103,0.46,900,false,,,,,,,,,,,,,,,,
TASK,T014_R5,Implement reporting service,,PR014,,,,,,2024-07-31,,COMPLETED,,14,29,0.83,300,false,,,,,,,,,,,,,,,,
TASK,T014_R6,Integrate data export,,PR014,T014_S1,,,,,2024-07-31,,COMPLETED,,12,129,0.44,700,true,,,,,,,,,,,,,,,,
TASK,T014_R7,Validate database schema,,PR014,,,,,,2024-08-07,,IN_PROGRESS,,1,225,0.65,300,false,,,,,,,,,,,,,,,,
TASK,T014_R8,Integrate deployment scripts,,PR014,T014_S2,,,,,2024-08-22,,IN_PROGRESS,,15,67,0.41,300,false,,,,,,,,,,,,,,,,
MILESTONE,T014_M1,Stakeholder Sign-off,,PR014,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T014_M2,Stakeholder Sign-off,,PR014,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D014_1,,,,,T014_M2,T014_R4,,,,,,,,,,,,SF,4,,,,,,,,,,,,,,
DEPENDENCY,D014_2,,,,,T014_R7,T014_M2,,,,,,,,,,,,FS,5,,,,,,,,,,,,,,
DEPENDENCY,D014_3,,,,,T014_R4,T014_M2,,,,,,,,,,,,FF,5,,,,,,,,,,,,,,
DEPENDENCY,D014_4,,,,,T014_R2,T014_M2,,,,,,,,,,,,SS,2,,,,,,,,,,,,,,
ASSIGNMENT,A014_1,,,,,,,T014_R4,RC004,,,,,,70,,,,,,,,,,,,,,,0.34,33,4832.99,,
ASSIGNMENT,A014_2,,,,,,,T014_R6,RM010,,,,,,22,,,,,,,,,,,,,,,0.71,22,1824.73,,
ASSIGNMENT,A014_3,,,,,,,T014_R8,RH023,,,,,,46,,,,,,,,,,,,,,,0.86,58,3110.97,,
ASSIGNMENT,A014_4,,,,,,,T014_R2,RH018,,,,,,38,,,,,,,,,,,,,,,0.48,19,673.05,,
ASSIGNMENT,A014_5,,,,,,,T014_R6,RH019,,,,,,61,,,,,,,,,,,,,,,0.63,38,775.55,,
ASSIGNMENT,A014_6,,,,,,,T014_R7,RM015,,,,,,76,,,,,,,,,,,,,,,0.39,44,4603.89,,
ASSIGNMENT,A014_7,,,,,,,T014_R3,RH022,,,,,,25,,,,,,,,,,,,,,,0.62,11,1641.44,,
ASSIGNMENT,A014_8,,,,,,,T014_R8,RH007,,,,,,9,,,,,,,,,,,,,,,0.9,31,769.02,,
ASSIGNMENT,A014_9,,,,,,,T014_R7,RC010,,,,,,60,,,,,,,,,,,,,,,0.74,43,2509.46,,
ASSIGNMENT,A014_10,,,,,,,T014_R8,RC008,,,,,,80,,,,,,,,,,,,,,,0.38,1,3999.82,,
PROJECT,PR015,Mobile Banking App v15,Description of Mobile Banking App v15,,,,,,,2024-04-22,2024-11-17,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL015,,,PR015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL015_1,,,PR015,,,,,,,,,2024-06-02,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T015_S1,Phase 1,,PR015,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T015_S2,Phase 2,,PR015,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T015_R1,Audit monitoring,,PR015,,,,,,2024-05-16,,NOT_STARTED,,19,198,0.77,900,false,,,,,,,,,,,,,,,,
TASK,T015_R2,Integrate analytics pipeline,,PR015,,,,,,2024-05-16,,IN_PROGRESS,,18,218,0.04,700,false,,,,,,,,,,,,,,,,
TASK,T015_R3,Architect search index,,PR015,,,,,,2024-04-23,,NOT_STARTED,,10,231,0.45,500,false,,,,,,,,,,,,,,,,
TASK,T015_R4,Deploy analytics pipeline,,PR015,T015_S1,,,,,2024-05-11,,IN_PROGRESS,,28,189,0.63,300,false,,,,,,,,,,,,,,,,
TASK,T015_R5,Migrate analytics pipeline,,PR015,T015_S1,,,,,2024-05-11,,COMPLETED,,18,79,0.54,500,true,,,,,,,,,,,,,,,,
TASK,T015_R6,Architect database schema,,PR015,,,,,,2024-05-17,,COMPLETED,,5,200,0.41,100,false,,,,,,,,,,,,,,,,
TASK,T015_R7,Architect auth flow,,PR015,,,,,,2024-05-14,,ON_HOLD,,8,45,0.32,300,false,,,,,,,,,,,,,,,,
TASK,T015_R8,Configure deployment scripts,,PR015,T015_S2,,,,,2024-04-24,,ON_HOLD,,13,123,0.63,100,false,,,,,,,,,,,,,,,,
MILESTONE,T015_M1,GA Launch,,PR015,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T015_M2,Phase 1 Closed,,PR015,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D015_1,,,,,T015_R8,T015_R6,,,,,,,,,,,,FS,5,,,,,,,,,,,,,,
DEPENDENCY,D015_2,,,,,T015_R2,T015_R8,,,,,,,,,,,,FF,0,,,,,,,,,,,,,,
DEPENDENCY,D015_3,,,,,T015_M1,T015_R7,,,,,,,,,,,,SS,3,,,,,,,,,,,,,,
DEPENDENCY,D015_4,,,,,T015_R4,T015_R8,,,,,,,,,,,,FF,2,,,,,,,,,,,,,,
DEPENDENCY,D015_5,,,,,T015_R5,T015_R6,,,,,,,,,,,,SS,4,,,,,,,,,,,,,,
DEPENDENCY,D015_6,,,,,T015_R8,T015_R6,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
DEPENDENCY,D015_7,,,,,T015_R2,T015_R8,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
ASSIGNMENT,A015_1,,,,,,,T015_R3,RC002,,,,,,62,,,,,,,,,,,,,,,0.59,12,4978.9,,
ASSIGNMENT,A015_2,,,,,,,T015_R3,RH039,,,,,,43,,,,,,,,,,,,,,,0.37,5,3307.48,,
ASSIGNMENT,A015_3,,,,,,,T015_R5,RH011,,,,,,29,,,,,,,,,,,,,,,0.53,3,2042.07,,
ASSIGNMENT,A015_4,,,,,,,T015_R5,RH030,,,,,,19,,,,,,,,,,,,,,,0.57,45,566.4,,
ASSIGNMENT,A015_5,,,,,,,T015_R4,RC007,,,,,,36,,,,,,,,,,,,,,,0.31,33,3431.92,,
ASSIGNMENT,A015_6,,,,,,,T015_R1,RH002,,,,,,23,,,,,,,,,,,,,,,0.77,55,2169.34,,
ASSIGNMENT,A015_7,,,,,,,T015_R3,RC007,,,,,,57,,,,,,,,,,,,,,,0.3,5,3680.74,,
ASSIGNMENT,A015_8,,,,,,,T015_R2,RH014,,,,,,46,,,,,,,,,,,,,,,0.49,8,1975.33,,
ASSIGNMENT,A015_9,,,,,,,T015_R3,RH019,,,,,,80,,,,,,,,,,,,,,,0.3,0,3090.56,,
ASSIGNMENT,A015_10,,,,,,,T015_R3,RC002,,,,,,35,,,,,,,,,,,,,,,0.51,40,3766.52,,
ASSIGNMENT,A015_11,,,,,,,T015_R7,RC002,,,,,,19,,,,,,,,,,,,,,,0.89,57,592.28,,
ASSIGNMENT,A015_12,,,,,,,T015_R2,RM010,,,,,,62,,,,,,,,,,,,,,,0.51,20,3976.28,,
ASSIGNMENT,A015_13,,,,,,,T015_R4,RH036,,,,,,39,,,,,,,,,,,,,,,0.73,35,3044.9,,
ASSIGNMENT,A015_14,,,,,,,T015_M2,RH037,,,,,,11,,,,,,,,,,,,,,,0.83,54,4250.64,,
PROJECT,PR016,Compliance Module v16,Description of Compliance Module v16,,,,,,,2024-06-03,2024-11-15,IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL016,,,PR016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL016_1,,,PR016,,,,,,,,,2024-07-05,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL016_2,,,PR016,,,,,,,,,2024-06-28,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL016_3,,,PR016,,,,,,,,,2024-07-21,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T016_S1,Phase 1,,PR016,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T016_S2,Phase 2,,PR016,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T016_R1,Prototype search index,,PR016,,,,,,2024-06-06,,NOT_STARTED,,16,106,0.24,900,false,,,,,,,,,,,,,,,,
TASK,T016_R2,Prototype notification system,,PR016,T016_S2,,,,,2024-06-30,,COMPLETED,,5,107,0.84,700,false,,,,,,,,,,,,,,,,
TASK,T016_R3,Optimize backend,,PR016,,,,,,2024-06-05,,NOT_STARTED,,1,158,0.01,300,false,,,,,,,,,,,,,,,,
TASK,T016_R4,Integrate reporting service,,PR016,T016_S2,,,,,2024-06-19,,ON_HOLD,,21,190,0.77,700,true,,,,,,,,,,,,,,,,
TASK,T016_R5,Document backend,,PR016,T016_S1,,,,,2024-06-19,,COMPLETED,,10,28,0.92,300,false,,,,,,,,,,,,,,,,
TASK,T016_R6,Document deployment scripts,,PR016,T016_S1,,,,,2024-06-10,,ON_HOLD,,24,224,0.06,100,true,,,,,,,,,,,,,,,,
TASK,T016_R7,Document payment module,,PR016,T016_S1,,,,,2024-06-25,,IN_PROGRESS,,4,11,0.14,100,false,,,,,,,,,,,,,,,,
TASK,T016_R8,Test analytics pipeline,,PR016,T016_S2,,,,,2024-06-27,,NOT_STARTED,,5,199,0.87,100,false,,,,,,,,,,,,,,,,
MILESTONE,T016_M1,Stakeholder Sign-off,,PR016,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T016_M2,GA Launch,,PR016,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D016_1,,,,,T016_R2,T016_R5,,,,,,,,,,,,FS,3,,,,,,,,,,,,,,
DEPENDENCY,D016_2,,,,,T016_R8,T016_M1,,,,,,,,,,,,FF,0,,,,,,,,,,,,,,
DEPENDENCY,D016_3,,,,,T016_R8,T016_R3,,,,,,,,,,,,FF,1,,,,,,,,,,,,,,
DEPENDENCY,D016_4,,,,,T016_R5,T016_R2,,,,,,,,,,,,FS,1,,,,,,,,,,,,,,
DEPENDENCY,D016_5,,,,,T016_M1,T016_R1,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
DEPENDENCY,D016_6,,,,,T016_R4,T016_R1,,,,,,,,,,,,SF,2,,,,,,,,,,,,,,
DEPENDENCY,D016_7,,,,,T016_R7,T016_R3,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
DEPENDENCY,D016_8,,,,,T016_M1,T016_R7,,,,,,,,,,,,SS,2,,,,,,,,,,,,,,
ASSIGNMENT,A016_1,,,,,,,T016_R7,RM001,,,,,,17,,,,,,,,,,,,,,,0.45,36,1926.76,,
ASSIGNMENT,A016_2,,,,,,,T016_M1,RH007,,,,,,74,,,,,,,,,,,,,,,0.38,2,4774.99,,
ASSIGNMENT,A016_3,,,,,,,T016_R2,RC005,,,,,,47,,,,,,,,,,,,,,,0.9,20,523.29,,
ASSIGNMENT,A016_4,,,,,,,T016_R8,RH002,,,,,,45,,,,,,,,,,,,,,,0.53,36,3944.09,,
ASSIGNMENT,A016_5,,,,,,,T016_M2,RH032,,,,,,71,,,,,,,,,,,,,,,0.6,49,3901.84,,
ASSIGNMENT,A016_6,,,,,,,T016_M1,RH032,,,,,,60,,,,,,,,,,,,,,,0.36,1,1241.69,,
ASSIGNMENT,A016_7,,,,,,,T016_R6,RH002,,,,,,8,,,,,,,,,,,,,,,0.96,48,3320.79,,
ASSIGNMENT,A016_8,,,,,,,T016_R5,RH014,,,,,,38,,,,,,,,,,,,,,,0.4,26,2510.94,,
ASSIGNMENT,A016_9,,,,,,,T016_R1,RH019,,,,,,19,,,,,,,,,,,,,,,0.78,2,4614.24,,
PROJECT,PR017,Fraud Detection v17,Description of Fraud Detection v17,,,,,,,2024-09-23,2025-06-21,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL017,,,PR017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL017_1,,,PR017,,,,,,,,,2024-11-16,,,,,,,,,,,,,,,,,,,,,
